50 biggest coefficients	Metabolite ID	Total score	Structure rank 1	Databases
88.3467271948458	19520	5.0252	Corticosterone	HMDB=HMDB0001547,ChEBI=CHEBI:16827;CHEBI:94566,DrugBank=DB04652,SMPDB=PW_C001190,FooDB=FDB022684,STOFF=STOFF_4112,BMDB=BMDB01547,LipidMAPS=LMST02030186,Serum=HMDB0001547,PubChem=439739;5753,UNPD=UNPD196359,BLEXP=BLEXPDB00000005753
87.4091243411573	13758	5.9093	4-amino-5-aminomethyl-2-methylpyrimidine	ChEBI=CHEBI:44549;CHEBI:63416,DrugBank=DB03204,STOFF=STOFF_5288,PubChem=6946837;66762,PlantCyc=CPD-13578
85.1438718166207	25441	6.7613	Ejap 5;[3R-(3alpha,4alpha,5alpha,5aalpha,6alpha,7alpha,9alpha,9aalpha,10R*)]-5a-[(Acetyloxy)methyl]octahydro-2,2,9-trimethyl-, 5,6,7,10-tetraacetate 4-benzoate 2H-3,9a-methano-1-benzoxepin-4,5,6,7,10-pentol	KNApSAcK=C00013142,UNPD=UNPD126086;UNPD94410
83.7520387980848	14292	4.3753	2-amino-2-[2-(2-hydroxyethoxy)ethoxy]ethanol	BLEXP=BLEXPDB00117680048
83.7348725144902	21749	4.3538	LysoPE(14:0/0:0)	HMDB=HMDB0011500,ChEBI=CHEBI:84299,YMDB=YMDB01194,FooDB=FDB028216,BMDB=BMDB11500,LipidMAPS=LMGP02050003,Feces=HMDB0011500,BLEXP=BLEXPDB00009547070
83.6524396305356	9004	7.1537	Quinolinic acid	HMDB=HMDB0000232,KNApSAcK=C00007381,ChEBI=CHEBI:16675;CHEBI:29959;CHEBI:46828;CHEBI:46832;CHEBI:46833,DrugBank=DB01796,SMPDB=PW_C000156,YMDB=YMDB00007,FooDB=FDB021913;FDB031142,STOFF=STOFF_6999,BMDB=BMDB00232,Urine=HMDB0000232,ECMDB=ECMDB00232,CSF=HMDB0000232,Serum=HMDB0000232,PubChem=16755641;5460301;1066,PlantCyc=QUINOLINATE,UNPD=UNPD66873,BLEXP=BLEXPDB00000001066,NPA=NPA006620
83.0939642656093	22865	4.0217	UNPD210058	UNPD=UNPD210058;UNPD229038,NPA=NPA024813;NPA024814
82.0640142079208	17331	5.7107	Lipomycin	ChEBI=CHEBI:80123,UNPD=UNPD116857
81.5809012593975	14245	6.5602	UNPD111685	UNPD=UNPD111685,NPA=NPA006914
81.0661682013042	22979	4.1407	Delaminomycin B	KNApSAcK=C00016823,UNPD=UNPD141895
80.380441165956	19801	6.796	12-Ketodeoxycholic acid	HMDB=HMDB0000328,FooDB=FDB021953,BMDB=BMDB00328,LipidMAPS=LMST04010155;LMST04010156;LMST04010385,UNPD=UNPD60084;UNPD7700;UNPD83741,BLEXP=BLEXPDB00003080612
80.0357510546866	24336	4.3194	LysoPC(20:0)	HMDB=HMDB0010390,ChEBI=CHEBI:74968,FooDB=FDB027541,BMDB=BMDB10390,LipidMAPS=LMGP01050045,Serum=HMDB0010390,BLEXP=BLEXPDB00024779473
79.3424558404366	18691	7.7535	(E,2S,3R)-2-aminooctadec-4-en-3-ol	BLEXP=BLEXPDB00015928896
78.4759017205869	12990	5.3423	L-Serine	HMDB=HMDB0000187;HMDB0003406;HMDB0062263,KNApSAcK=C00001393,ChEBI=CHEBI:16523;CHEBI:17115;CHEBI:17822;CHEBI:32836;CHEBI:32837;CHEBI:32840;CHEBI:32841;CHEBI:32845;CHEBI:32846;CHEBI:33384;CHEBI:35243;CHEBI:35247,DrugBank=DB00133;DB03929,SMPDB=PW_C000120;PW_C001875,YMDB=YMDB00112;YMDB00284,T3DB=T3D4367,FooDB=FDB012739;FDB023164,STOFF=STOFF_8707,BMDB=BMDB00187;BMDB03406,LipidMAPS=LMFA01100045,Urine=HMDB0000187;HMDB0003406,Saliva=HMDB0000187;HMDB0003406,Feces=HMDB0000187,ECMDB=ECMDB00187;ECMDB03406,CSF=HMDB0000187;HMDB0003406,Serum=HMDB0000187;HMDB0003406,PubChem=6857581;6857552;6857549;71077;5951;617,PlantCyc=SER;D-SERINE,UNPD=UNPD170561;UNPD21117,BLEXP=BLEXPDB00000000617
76.8324471301639	17989	7.5433	(Z,E,E,E)-5-(2,4,6-Tetradecatriene-8,10-diynylidene)-2(5H)-furanone;Dihydroxerulin	KNApSAcK=C00017057,UNPD=UNPD64985,NPA=NPA006457
76.6775577019042	17546	7.6802	Luteoride A	NPA=NPA018615
74.9539095273708	20410	4.1527	phenadoxone	ChEBI=CHEBI:135484,BLEXP=BLEXPDB00000010089
74.7487891146724	19761	4.1537	N-gondoylethanolamine	ChEBI=CHEBI:73725,LipidMAPS=LMFA08040010
74.450870007412	3933	6.9585	Polypropylene glycol (m w 1,200-3,000)	HMDB=HMDB0032478,T3DB=T3D4917,FooDB=FDB010110,STOFF=STOFF_6189,BLEXP=BLEXPDB00000032881
74.3723842705886	17704	7.2489	Floridimine	KNApSAcK=C00026191;C00026193,UNPD=UNPD131754;UNPD149260
74.2828991381857	22665	7.9736	Glycocholic acid	HMDB=HMDB0000138;HMDB0000331;HMDB0032596,KNApSAcK=C00030410,ChEBI=CHEBI:17687;CHEBI:29746;CHEBI:95157,DrugBank=DB02691,SMPDB=PW_C000089,FooDB=FDB010533;FDB012346;FDB021956,BMDB=BMDB00138;BMDB00331,LipidMAPS=LMST05030001;LMST05030007,Urine=HMDB0000138,Feces=HMDB0000138,Serum=HMDB0000138,PubChem=23617285;5460316;10140,UNPD=UNPD144873;UNPD189741;UNPD25415,BLEXP=BLEXPDB00000010140
73.9865816291841	11880	5.9786	L-Histidine trimethylbetaine	HMDB=HMDB0029422,ChEBI=CHEBI:15781;CHEBI:67049,FooDB=FDB000520,PubChem=5459798;3083620;440727,UNPD=UNPD23600,BLEXP=BLEXPDB00005459798
